StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2 _1,Gym2 _2,Gym2 _3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing,R
2022-09-22 05:27:29,2022-09-22 05:35:20,IP Address,100,470,True,2022-09-22 05:35:20,R_3Eausof7zGZ1BwY,anonymous,PT,1,I agree to participate in the research,A,0,5,0,5,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Pay your friend 10 € for the coupon.,2,Less than 102 €,Less than today,False,There is no relationship,Absolutely serious,Male,30,8200 € – 11 000 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 05:23:16,2022-09-22 05:37:51,IP Address,100,874,True,2022-09-22 05:37:51,R_10UYL4cOqXeisLe,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,3,"Strongly agree
1","Strongly disagree
5",3,No,5,5,5,10,No difference,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,3,4,2,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2.20,Less than 102 €,I do not know,I do not know,I do not know,Absolutely serious,Female,21,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 05:17:14,2022-09-22 05:42:12,IP Address,100,1498,True,2022-09-22 05:42:12,R_1IzqPjdaF3yVy7o,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,5,15,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,3,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,I do not know,They collapse,Very serious,Female,25,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:46:31,2022-09-22 05:42:55,IP Address,100,3383,True,2022-09-22 05:42:55,R_8GOTMrtJN1Gma3f,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,5,"Strongly disagree
5","Strongly agree
1","Strongly disagree
5",No,5,5,5,5,No difference,Yes,Pay your friend 10 € for the coupon.,B,10,10,10,10,No,"Strongly disagree

5
","Strongly agree

1
",3,No difference,Yes,Pay your friend 10 € for the coupon.,5,More than 102 €,Less than today,False,There is no relationship,Very serious,Male,20,Prefer not to answer,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 05:59:16,2022-09-22 06:13:20,IP Address,100,843,True,2022-09-22 06:13:20,R_3X9SyycQpbM47jb,anonymous,PT,1,I agree to participate in the research,A,0,0,0,0,3,4,3,3,Yes,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,4,3,3,B,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,I do not know,Very serious,Female,50,Less than 5500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 04:09:53,2022-09-22 06:15:11,IP Address,100,7517,True,2022-09-22 06:15:11,R_vozRU4mHhEDqbsJ,anonymous,PT,0.8999999761581421,I agree to participate in the research,"No difference ",0,5,0,5,5,"Strongly disagree
5","Strongly agree
1","Strongly agree
1",No,0,5,0,5,A,Yes,Consider it a gift and not pay for the coupon.,No difference,0,5,0,5,No,"Strongly disagree

5
","Strongly agree

1
",3,A,Yes,Consider it a gift and not pay for the coupon.,5,More than 102 €,Less than today,False,There is no relationship,Absolutely serious,Female,54,8200 € – 11 000 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 06:20:43,2022-09-22 06:28:52,IP Address,100,489,True,2022-09-22 06:28:53,R_ptTdJ0sSdXX8XlL,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,5,20,No difference,Yes,Consider it a gift and not pay for the coupon.,B,10,20,15,25,Yes,3,"Strongly agree

1
","Strongly disagree

5
",A,Yes,Pay your friend 10 € for the coupon.,2,More than 102 €,More than today,I do not know,I do not know,Absolutely serious,Male,23,Less than 5500 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,9
2022-09-22 06:30:16,2022-09-22 06:37:40,IP Address,100,444,True,2022-09-22 06:37:42,R_UA9evW4ZrzLeyiZ,anonymous,PT,0.8999999761581421,I agree to participate in the research,B,0,5,0,10,4,3,4,2,Yes,5,5,5,10,B,Yes,Consider it a gift and not pay for the coupon.,B,5,5,5,10,Yes,4,2,3,A,Yes,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,True,I do not know,Absolutely serious,Male,22,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 06:29:19,2022-09-22 06:39:57,IP Address,100,637,True,2022-09-22 06:39:57,R_YQxQnGtN2HmrxZf,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,5,5,"Strongly agree
1","Strongly disagree
5",4,Yes,5,5,5,5,A,No,Consider it a gift and not pay for the coupon.,A,8,10,8,10,Yes,2,2,"Strongly agree

1
",B,No,Consider it a gift and not pay for the coupon.,3,More than 102 €,I do not know,I do not know,I do not know,Very serious,Female,25,11 000 € – 13 700 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 07:00:18,2022-09-22 07:13:00,IP Address,100,761,True,2022-09-22 07:13:01,R_3rWLOqMJiGZCD29,anonymous,PT,1,I agree to participate in the research,"No difference ",0,10,0,20,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,A,0,10,0,20,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",A,Yes,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,False,They collapse,Moderately serious,Male,26,Prefer not to answer,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,9
2022-09-22 07:08:09,2022-09-22 07:15:25,IP Address,100,436,True,2022-09-22 07:15:26,R_21vTlQfHcJzJGBY,anonymous,PT,1,I agree to participate in the research,"No difference ",2.50,5,5,10,15,2,2,2,Yes,0,5,0,10,B,No,Pay your friend 10 € for the coupon.,B,0,5,0,10,No,3,2,2,B,Yes,Pay your friend 10 € for the coupon.,1.70,I do not know,I do not know,I do not know,I do not know,Moderately serious,Male,23,5500 € – 8200 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 07:05:12,2022-09-22 07:18:03,IP Address,100,771,True,2022-09-22 07:18:04,R_3KutVnN8cuopQY8,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,7.5,0,10,3.5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,5,15,A,Yes,Consider it a gift and not pay for the coupon.,A,10,15,10,10,Yes,2,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,I do not know,I do not know,I do not know,Absolutely serious,Female,29,5500 € – 8200 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 06:48:57,2022-09-22 07:27:18,IP Address,100,2301,True,2022-09-22 07:27:19,R_DJnre1dXwEI7l0B,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,10,15,2,4,3,No,5,5,10,10,A,Yes,Pay your friend 10 € for the coupon.,B,5,5,10,10,Yes,2,4,3,A,Yes,Pay your friend 10 € for the coupon.,2.50,More than 102 €,Less than today,False,There is no relationship,Absolutely serious,Male,40,16 500 € – 22 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 07:57:10,2022-09-22 08:27:20,IP Address,100,1809,True,2022-09-22 08:27:20,R_3szXXyKx30OltRc,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,6,0,10,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,5,10,10,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,5,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
",4,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,25,Prefer not to answer,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 06:14:47,2022-09-22 08:34:24,IP Address,100,8376,True,2022-09-22 08:34:24,R_1meH7hlm4PpON78,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,5,5,2,"Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,5,10,10,No,2,"Strongly disagree

5
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,I do not know,Absolutely serious,Male,40,Less than 5500 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 09:18:50,2022-09-22 09:26:03,IP Address,100,433,True,2022-09-22 09:26:04,R_3hnf6NIMf4btVaG,anonymous,PT,1,I agree to participate in the research,A,5,5,10,10,5,"Strongly agree
1",4,3,No,5,5,10,10,A,No,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,"Strongly agree

1
",4,3,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",2,Less than 102 €,More than today,True,They collapse,Absolutely serious,Female,23,Less than 5500 €,16,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,5
2022-09-22 09:42:11,2022-09-22 10:00:18,IP Address,100,1087,True,2022-09-22 10:00:19,R_1cY8LdibZIZGAhI,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,2,"Strongly agree
1",4,2,No,0,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,5,5,10,No,3,2,4,B,Yes,Pay your friend 10 € for the coupon.,1.5,Less than 102 €,Less than today,False,There is no relationship,Absolutely serious,Male,23,Less than 5500 €,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 10:09:48,2022-09-22 10:24:44,IP Address,100,896,True,2022-09-22 10:24:45,R_3JfPANFxtVCJ6cQ,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,2,"Strongly agree
1","Strongly disagree
5",4,Yes,2,5,2,8,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,2,5,3,7,Yes,4,2,2,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",2,I do not know,I do not know,I do not know,There is no relationship,Absolutely serious,Female,25,Prefer not to answer,15,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,9
2022-09-22 11:00:26,2022-09-22 11:12:35,IP Address,100,729,True,2022-09-22 11:12:35,R_32R2WuV6PqjItX8,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,5,5,"Strongly agree
1","Strongly disagree
5",4,No,5,5,5,5,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,10,10,10,No,3,2,"Strongly agree

1
",B,Yes,Pay your friend 10 € for the coupon.,3,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,30,8200 € – 11 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 10:51:52,2022-09-22 11:21:00,IP Address,100,1747,True,2022-09-22 11:21:00,R_DBqr7ZpP653fQeR,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,2.5,5,2.5,5,100,"Strongly agree
1",3,3,No,4,5,5,7.5,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,5,5,5,10,No,"Strongly agree

1
",3,3,B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",50,Less than 102 €,I do not know,False,There is no relationship,Very serious,Male,19,Less than 5500 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 11:08:33,2022-09-22 11:23:01,IP Address,100,867,True,2022-09-22 11:23:01,R_2fB9wSYG0GMoFNF,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,5,10,B,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,Yes,4,3,2,A,No,Consider it a gift and not pay for the coupon.,1.5,More than 102 €,Less than today,False,I do not know,Very serious,Male,23,5500 € – 8200 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-22 11:28:25,2022-09-22 11:46:56,IP Address,100,1111,True,2022-09-22 11:46:57,R_3oAYMpfdgyeDfGO,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,10,2,"Strongly disagree
5","Strongly disagree
5",Yes,5,5,5,5,No difference,Yes,Consider it a gift and not pay for the coupon.,B,5,10,10,10,Yes,2,"Strongly disagree

5
",4,B,Yes,Consider it a gift and not pay for the coupon.,3,More than 102 €,Less than today,False,I do not know,Very serious,Male,26,8200 € – 11 000 €,17,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 12:30:10,2022-09-22 12:59:40,IP Address,100,1769,True,2022-09-22 12:59:40,R_22ntdHoItfjMhz6,anonymous,PT,1,I agree to participate in the research,A,0,5,0,10,2.5,3,"Strongly disagree
5",3,Yes,0,5,0,10,A,Yes,Consider it a gift and not pay for the coupon.,B,0,5,0,10,Yes,3,"Strongly disagree

5
",3,No difference,Yes,Consider it a gift and not pay for the coupon.,2.50,More than 102 €,Less than today,False,There is no relationship,Moderately serious,Male,24,Prefer not to answer,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-15 15:01:23,2022-09-15 15:02:33,IP Address,11,70,False,2022-09-22 15:02:37,R_3QSrxf0yQrq8n7W,anonymous,PT,1,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 14:58:37,2022-09-22 15:13:13,IP Address,100,875,True,2022-09-22 15:13:13,R_1dMrJCEaLGZqP04,anonymous,PT,1,I agree to participate in the research,"No difference ",0,5,0,10,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,0,5,0,10,No difference,No,Pay your friend 10 € for the coupon.,B,0,5,0,10,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",No difference,No,Pay your friend 10 € for the coupon.,2,I do not know,I do not know,False,There is no relationship,Absolutely serious,Male,26,8200 € – 11 000 €,13,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-22 14:49:09,2022-09-22 15:15:01,IP Address,100,1551,True,2022-09-22 15:15:01,R_1fm9Eruc3OXSKsu,anonymous,PT,1,I agree to participate in the research,"No difference ",5,5,5,5,5,"Strongly agree
1","Strongly agree
1",2,Yes,5,5,5,5,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,2,2,4,B,Yes,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,False,I do not know,Absolutely serious,Female,71,More than 27 000 €,13,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 14:28:52,2022-09-22 15:17:44,IP Address,100,2931,True,2022-09-22 15:17:44,R_3G3ZcXE5JQ6IYGC,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,5,5,5,10,2,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",Yes,5,10,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,5,5,10,10,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,2,More than 102 €,Less than today,False,There is no relationship,Very serious,Male,48,More than 27 000 €,17,Switzerland,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 15:13:52,2022-09-22 15:28:31,IP Address,100,878,True,2022-09-22 15:28:31,R_2PtnCk2MRpQDuBd,anonymous,PT,1,I agree to participate in the research,B,0,5,0,10,20,3,"Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,A,5,10,5,10,No,4,"Strongly disagree

5
","Strongly disagree

5
",A,Yes,Pay your friend 10 € for the coupon.,10,More than 102 €,Less than today,False,There is no relationship,Absolutely serious,Female,72,11 000 € – 13 700 €,19,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,a
2022-09-22 15:49:56,2022-09-22 16:01:12,IP Address,100,675,True,2022-09-22 16:01:12,R_2vbMdztC18EBbm6,anonymous,PT,0.8999999761581421,I agree to participate in the research,A,0,5,0,5,5,2,"Strongly disagree
5",3,Yes,5,5,5,5,A,Yes,Pay your friend 10 € for the coupon.,A,5,5,10,10,No,3,4,3,B,Yes,Pay your friend 10 € for the coupon.,2,I do not know,I do not know,False,I do not know,Moderately serious,Male,24,5500 € – 8200 €,12,Portugal,European Portuguese,I allow you to use the responses I provided in this study.,
2022-09-22 16:38:13,2022-09-22 16:50:53,IP Address,100,760,True,2022-09-22 16:50:54,R_T8lnd08YafGJ0zL,anonymous,PT,1,I agree to participate in the research,A,5,5,5,5,5,"Strongly agree
1","Strongly disagree
5","Strongly disagree
5",No,5,5,5,10,A,Yes,Consider it a gift and not pay for the coupon.,B,10,10,10,10,No,3,"Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,3,Less than 102 €,Less than today,False,I do not know,Absolutely serious,Female,28,More than 27 000 €,20,Canada,European Portuguese,I allow you to use the responses I provided in this study.,
