"","subject","Gender","Age","Income","Education","Residence","Country","NativeLanguage","FinancialLiteracy","attention_check_grater_than_3","attention_check_grater_than_2","loi_lower_than_loiX0_33","native_language_is_country_language","coupon","response","numeric_income"
"8045","R_1GNvVeU9GF3sqkh","Female","22","15.000 € - 22.000 €","13","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8046","R_3JIOthKY32hrXz0","Female","29","30.000 € - 38.000 €","13","Italy","Italy","Italian",4,FALSE,FALSE,FALSE,TRUE,"free",0,3
"8047","R_aagmVL7eumZ5dbX","Female","46","Less than 15.000 €","14","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,0
"8048","R_3COfqlseSfoEvGY","Female","24","Less than 15.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,0
"8049","R_wKKH07pPUBz7qtX","Male","72","More than 45.000 €","13","Italy","Italy","Italian",2,FALSE,FALSE,FALSE,TRUE,"free",0,5
"8050","R_2e5yQQFPRVdBpa6","Female","67","30.000 € - 38.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,3
"8051","R_1ocC6pyJSuAjDkl","Female","29","15.000 € - 22.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8052","R_2EyELOZ6QWspgEj","Female","64","Prefer not to answer","15","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"8053","R_BEsH1ZJPUTeQmlP","Male","22","More than 45.000 €","21","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"free",0,5
"8054","R_323lBGVD16YW9EV","Female","23","15.000 € - 22.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8055","R_PzKbM5JWYu6DICR","Female","22","30.000 € - 38.000 €","16","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,3
"8056","R_3n330HMlFlgYJ4X","Female","67","22.000 € - 30.000 €","14","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,2
"8057","R_3iEk9aFnujyV89H","Male","25","22.000 € - 30.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8058","R_3Jq259IZblEemJ7","Male","35","38.000 € - 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8059","R_A6vLUzh3KtTDhvz","Female","43","30.000 € - 38.000 €","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",1,3
"8060","R_2SJ1mMzyaKPohDU","Female","48","Prefer not to answer","18","Italy","Italy","Italian",2,FALSE,FALSE,FALSE,TRUE,"free",1,NA
"8061","R_0NdUz41j4GmFiIV","Female","46","22.000 € - 30.000 €","20","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8062","R_2bVKvlyaaAjEa6D","Female","25","15.000 € - 22.000 €","16","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8063","R_DeqZyWP3TjoYm2J","Non-binary / third gender","27","15.000 € - 22.000 €","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,1
"8064","R_21gjHwKwE38Yenk","Female","27","22.000 € - 30.000 €","20","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"free",0,2
"8065","R_1256748N2ZgpI9J","Male","29","38.000 € - 45.000 €","14","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8066","R_2DTGB5iYuBmQkcS","Male","35","22.000 € - 30.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,2
"8067","R_78OgXfIaDAETPnr","Male","24","Prefer not to answer","0","Spain","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"free",0,NA
"8068","R_1MKdHFEBjFgqRTJ","Female","28","Less than 15.000 €","15","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,0
"8069","R_3PgV2jaWkIZHAtJ","Female","28","Prefer not to answer","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,NA
"8070","R_2vjJKkv0KfDlW2F","Female","37","38.000 € - 45.000 €","21","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8071","R_331CuJAGWHjjPI3","Male","33","38.000 € - 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",0,4
"8072","R_10SO2bCNEOX75Fq","Male","69","30.000 € - 38.000 €","13","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"free",1,3
"8073","R_1Qnei62X4cjfukP","Female","33","30.000 € - 38.000 €","21","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"free",0,3
"8074","R_O0RcsWVzlOZPLgJ","Male","23","22.000 € - 30.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,2
"8075","R_2rYl7MiYCELnJmR","Male","29","22.000 € - 30.000 €","21","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8076","R_1kFjz3hKq6r6LE7","Female","52","30.000 € - 38.000 €","10","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"purchased",0,3
"8077","R_3QQchGW8aQNXO4T","Male","25","Less than 15.000 €","19","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"8078","R_3JjSMw6xZSeRExv","Male","24","Less than 15.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"8079","R_BX3L9RZ3qju854R","Female","22","Less than 15.000 €","17","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"purchased",0,0
"8080","R_1IYLhh0b7HSdtt6","Female","62","38.000 € - 45.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,4
"8081","R_2xEpBUblNbhhAFj","Female","36","More than 45.000 €","16","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,5
"8082","R_3EXoUj5HzTPhECG","Female","20","30.000 € - 38.000 €","14","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"purchased",1,3
"8083","R_pRGEJ4UKyIEsIBX","Male","23","38.000 € - 45.000 €","17","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,4
"8084","R_3ksKkBEl852n6D2","Male","23","More than 45.000 €","17","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8085","R_21ArXi6EfTyjl8V","Male","33","38.000 € - 45.000 €","22","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,4
"8086","R_81k6ecNSkSe7ObD","Female","60","More than 45.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"8087","R_1I3Q378loBHNmfB","Female","63","Prefer not to answer","10","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"8088","R_2103gfQRTHUOwRh","Male","34","15.000 € - 22.000 €","16","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",0,1
"8089","R_2Sw6F263b2eMfHo","Female","23","15.000 € - 22.000 €","16","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"purchased",0,1
"8090","R_1etW5J8v11frJMY","Female","34","Prefer not to answer","13","Italy","Italy","Italian",2,FALSE,FALSE,FALSE,TRUE,"purchased",1,NA
"8091","R_1H2nPZjlH4ai0pU","Female","21","Prefer not to answer","16","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"8092","R_1i5tMedDkz5G8IS","Female","65","22.000 € - 30.000 €","13","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8093","R_3PcxQGOQmlJckq1","Male","69","22.000 € - 30.000 €","13","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8094","R_4VGZZkNQ3yfTvq1","Female","48","More than 45.000 €","16","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"8095","R_3fK2cVt7dINSOZi","Male","24","Prefer not to answer","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"8096","R_1BWq0aghhvwmwBd","Male","25","22.000 € - 30.000 €","13","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8097","R_2vji5ROBH0dldfz","Female","36","22.000 € - 30.000 €","17","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8098","R_1pQJr3UHGtVywaW","Female","19","Prefer not to answer","14","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"8099","R_1Nf4RlGhEZ2c8Dm","Female","26","22.000 € - 30.000 €","19","Italy","Italy","Italian",4,FALSE,FALSE,FALSE,TRUE,"purchased",0,2
"8100","R_21iEf6kx5D6a0QY","Male","27","30.000 € - 38.000 €","20","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"8101","R_abldmlJJtEWX9IJ","Male","23","Less than 15.000 €","16","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"purchased",0,0
"8102","R_w60LZALQOEIYVpL","Female","22","Prefer not to answer","17","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"8103","R_2sSkLMzkXMeA6nK","Male","23","Prefer not to answer","17","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"8104","R_8D13X1O0OHPjLt7","Female","23","30.000 € - 38.000 €","16","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",1,3
"8105","R_O9FsPin8w5vyMTL","Female","23","30.000 € - 38.000 €","17","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"purchased",1,3
"8106","R_2zeC6hXAgUKviD1","Male","46","30.000 € - 38.000 €","13","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"purchased",0,3
"8107","R_XH3SNHItsfHvYKl","Male","55","38.000 € - 45.000 €","15","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,4
"8108","R_1I6Qgx4QKwse4ck","Female","44","30.000 € - 38.000 €","18","Italy","Italy","Italian",1,FALSE,FALSE,FALSE,TRUE,"purchased",1,3
"8109","R_2DXMHjXIx12IAHY","Male","54","38.000 € - 45.000 €","20","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",0,4
"8110","R_2gK8pfZQzxMnPQR","Female","26","15.000 € - 22.000 €","16","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,1
"8111","R_ZJYQG94YIvueE1j","Female","61","38.000 € - 45.000 €","18","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",1,4
"8112","R_1mrQbnjiemYHGjw","Female","22","30.000 € - 38.000 €","17","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"purchased",0,3
"8113","R_2uvADomJJRQTNxV","Female","55","More than 45.000 €","20","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",1,5
"8114","R_1eEvoQKdqkMkTVg","Female","53","15.000 € - 22.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,1
"8115","R_d1jK96ezAmoxl85","Female","53","38.000 € - 45.000 €","13","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,4
"8116","R_2Vl8IzzjgqbTuYw","Female","21","More than 45.000 €","16","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",1,5
"8117","R_r0GTneSb8WEtIJj","Female","24","15.000 € - 22.000 €","16","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,1
"8118","R_3HulLNgDdSiFwYl","Female","24","Less than 15.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"8119","R_1Nwal4MdrfMz6f4","Female","56","30.000 € - 38.000 €","19","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,3
"8120","R_1DB8MgfQdLAmeaM","Female","55","38.000 € - 45.000 €","13","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",0,4
"8121","R_3e5modlZkWEsJgm","Male","56","38.000 € - 45.000 €","14","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,4
"8122","R_1cYd25KPJknh86o","Male","28","30.000 € - 38.000 €","16","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"8123","R_2yjsS9rY9fnJF0Q","Female","47","22.000 € - 30.000 €","13","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"purchased",1,2
"8124","R_3QJkJiBGloGkRQE","Male","49","38.000 € - 45.000 €","13","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,4
"8125","R_yDZCJTHCXy8SpIB","Female","58","More than 45.000 €","23","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8126","R_WwJPSA4kC81RGRr","Male","33","15.000 € - 22.000 €","18","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,1
"8127","R_2WIsfrwngaFF8R4","Female","27","Less than 15.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"8128","R_2Ez5ikGhs75I2RI","Female","70","Prefer not to answer","23","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,NA
"8129","R_XAHzDCvD44CmQZX","Male","31","More than 45.000 €","21","Switzerland","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8130","R_33lGE8IUhSo8wxa","Male","27","Prefer not to answer","20","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"8131","R_12gUaaOxwnozoGf","Male","30","15.000 € - 22.000 €","21","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,1
"8132","R_zce2DfCJyXbxdJv","Female","25","Prefer not to answer","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"8133","R_DBGZh1Weu0HnVxD","Male","42","Prefer not to answer","16","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"8134","R_2pKn6k94GZdYtXl","Female","63","30.000 € - 38.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"8135","R_1myjhLZD3Sit4Fe","Female","59","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,2
"8136","R_r0dy6pEZEIeUKnn","Male","58","22.000 € - 30.000 €","14","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8137","R_1l6orfJU6crdgpB","Female","59","22.000 € - 30.000 €","19","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"purchased",0,2
"8138","R_1HbjXxjKTBt1ei6","Male","44","Prefer not to answer","21","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"8139","R_21jJWrHT9fwH3Jg","Male","61","15.000 € - 22.000 €","13","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",0,1
"8140","R_2zUWIVAbNSQbHud","Male","70","Prefer not to answer","16","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"8141","R_1jKhWuZHjWUqpSo","Female","51","Prefer not to answer","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"8142","R_2OSZyvAnpCqatpz","Female","52","15.000 € - 22.000 €","19","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,1
"8143","R_1jHPO9RS9ErFXT7","Male","62","Prefer not to answer","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,NA
"8144","R_3pceCrfFRJSjhXA","Female","49","22.000 € - 30.000 €","11","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",0,2
"8145","R_1OIdeqqtY3Ixuye","Female","53","More than 45.000 €","22","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",0,5
"8146","R_1g0UpFBVwtZGjAS","Male","25","More than 45.000 €","19","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8147","R_3DhfAQIq32BVXJj","Male","57","22.000 € - 30.000 €","18","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8148","R_1jpM6rOPElZIgYf","Male","40","More than 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8149","R_3QWXozDRChTJvVL","Female","18","More than 45.000 €","13","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8150","R_10pwJka6uQMr4l2","Female","44","Less than 15.000 €","11","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"purchased",0,0
"8151","R_qECEuEWMga96GUF","Male","76","38.000 € - 45.000 €","15","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",0,4
"8152","R_2OYHQRoZ7u1BjmU","Male","30","22.000 € - 30.000 €","12","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8153","R_1gtpwb5wLfJWSqP","Male","25","More than 45.000 €","18","Italy","Italy","English",3,TRUE,TRUE,FALSE,FALSE,"purchased",0,5
"8154","R_2OO6Qtk4NjIZ1pr","Male","28","30.000 € - 38.000 €","20","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",0,3
"8155","R_1lAHdQDKKoVhhpQ","Male","26","Prefer not to answer","18","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"8156","R_2ZOIw5CnqR8zd6G","Male","52","More than 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8157","R_7TCMXKAigZPX477","Female","42","22.000 € - 30.000 €","13","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"purchased",0,2
"8158","R_2THICO6n5eLwZOe","Female","52","Prefer not to answer","15","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"8159","R_rdLNplAPJA2gnu1","Female","43","22.000 € - 30.000 €","13","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8160","R_wRWo2tvsdOajnS9","Female","47","22.000 € - 30.000 €","17","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,2
"8161","R_3gTyXFGWG83B6iX","Female","50","22.000 € - 30.000 €","13","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",1,2
"8162","R_1LFsgu3CxUJZSRv","Male","70","More than 45.000 €","18","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",1,5
"8163","R_r8fdaSwZRcloN7X","Female","53","22.000 € - 30.000 €","13","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8164","R_9Rfr2wpywW2tNQJ","Male","30","38.000 € - 45.000 €","19","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",0,4
"8165","R_3fuWgwJuEqxqJjz","Male","53","More than 45.000 €","13","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"8166","R_1mWyfH4uzoWE6Tp","Male","60","More than 45.000 €","13","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"8167","R_1rGIFPUZlPfFI2J","Female","27","30.000 € - 38.000 €","18","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"8168","R_2w1ubZOTX44h9IB","Male","55","More than 45.000 €","19","Brazil","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8169","R_2vYzOJBqjLlEzWH","Female","45","Less than 15.000 €","15","Italy","Italy","Italian",1,FALSE,TRUE,FALSE,TRUE,"purchased",0,0
"8170","R_3KVHwcv0QLL5Z54","Female","58","15.000 € - 22.000 €","13","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"purchased",1,1
"8171","R_7WXfGZMPAUSuci5","Male","50","Prefer not to answer","18","Italy","Italy","Italian",3,FALSE,FALSE,FALSE,TRUE,"purchased",1,NA
"8172","R_3RxgQRvvQEwsZT7","Male","47","15.000 € - 22.000 €","13","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",0,1
"8173","R_1QFohkZFytnwsti","Female","45","30.000 € - 38.000 €","17","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",0,3
"8174","R_BDlBnzSmSdkZPqN","Female","46","15.000 € - 22.000 €","17","Italy","Italy","Italian",2,FALSE,FALSE,FALSE,TRUE,"purchased",0,1
"8175","R_3NR4oEKeLnmctfo","Male","61","Prefer not to answer","17","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"8176","R_3Pct5lwx5wpzBIe","Male","33","22.000 € - 30.000 €","18","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,2
"8177","R_1GK7XVn5uSa6LGz","Male","57","22.000 € - 30.000 €","13","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"purchased",1,2
"8178","R_2EtoKCz2tuza6Hr","Male","21","22.000 € - 30.000 €","16","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8179","R_O8BkAofEn5NGp0Z","Female","68","More than 45.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8180","R_2tkSeLGSxOVKIX4","Male","29","30.000 € - 38.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,3
"8181","R_3MKCpD57iNTPcro","Female","60","38.000 € - 45.000 €","19","Italy","Italy","Italian",4,FALSE,FALSE,FALSE,TRUE,"purchased",0,4
"8182","R_3ltwDwZLUlUad2Z","Female","49","30.000 € - 38.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"8183","R_1QGznduxrWYkzcM","Female","59","More than 45.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8184","R_bdeg3TL44MzJXwd","Female","58","More than 45.000 €","17","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",1,5
"8185","R_3shRhbgGUGlGsTo","Female","69","22.000 € - 30.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8186","R_8jGxE92fY7DJ82Z","Female","62","Prefer not to answer","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"8187","R_2rVnM49bXWc93Yi","Female","62","Prefer not to answer","21","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",0,NA
"8188","R_OItcKhYsAO36kXD","Female","60","22.000 € - 30.000 €","13","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8189","R_r91BcBF3EjAx4FH","Male","28","15.000 € - 22.000 €","14","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,1
"8190","R_XS27m4yaOuwIIil","Female","67","22.000 € - 30.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8191","R_AgSuZ7z82EMOqlj","Male","27","More than 45.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"8192","R_2EzBkZA7TZ0gOW1","Male","60","More than 45.000 €","17","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",1,5
"8193","R_1C8fNTBZL1tRZrT","Female","25","Prefer not to answer","19","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",1,NA
"8194","R_3KUZpq2ALWuzqDu","Male","26","15.000 € - 22.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,1
"8195","R_u2mlm4MiZ1Vu8j7","Female","25","Prefer not to answer","18","Italy","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"8196","R_3O3c2e0sHiRJmzD","Female","31","38.000 € - 45.000 €","20","Italy","Italy","Italian",2,TRUE,TRUE,FALSE,TRUE,"purchased",0,4
"8197","R_237584Z9r5Xmlog","Male","25","22.000 € - 30.000 €","14","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8198","R_09f6ojxI9sKhHjz","Male","37","22.000 € - 30.000 €","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8199","R_1qWWVBAo7wJut42","Male","37","30.000 € - 38.000 €","18","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",1,3
"8200","R_2VBDaNx26JWSZwT","Male","28","30.000 € - 38.000 €","20","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"8201","R_r8RhiEHtOLarv8J","Female","27","More than 45.000 €","20","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"8202","R_2wjn0h3JAD7hgxT","Female","71","More than 45.000 €","17","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8203","R_2RRlHQPfwU7A9vJ","Female","26","Less than 15.000 €","18","Italy","Italy","Italian",0,TRUE,TRUE,FALSE,TRUE,"purchased",1,0
"8204","R_1CKDD4vB06i801U","Male","33","22.000 € - 30.000 €","13","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,2
"8205","R_2CV7sGBZm2zF2QW","Male","49","38.000 € - 45.000 €","21","Italy","Italy","Italian",2,FALSE,TRUE,FALSE,TRUE,"purchased",1,4
"8206","R_3FJxlrVpN2wrDH5","Male","29","30.000 € - 38.000 €","18","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,3
"8207","R_OMPCfyVX6Q03aox","Male","24","Less than 15.000 €","18","Italy","Italy","Italian",3,FALSE,TRUE,FALSE,TRUE,"purchased",1,0
"8208","R_4T4zh2I9Qy9hkNb","Female","27","Less than 15.000 €","19","Italy","Italy","Italian",3,TRUE,TRUE,FALSE,TRUE,"purchased",0,0
"8209","R_3s1CgI78Bj08I5B","Male","28","More than 45.000 €","15","Italy","Italy","Italian",1,TRUE,TRUE,FALSE,TRUE,"purchased",1,5
"8210","R_3iKmQFTGVLfqIue","Female","21","More than 45.000 €","15","Italy","Italy","Italian",4,TRUE,TRUE,FALSE,TRUE,"purchased",0,5
"8211","R_2R3s8tHyHWoUlYr","Female","25","Prefer not to answer","15","Italy","Italy","Italian",0,FALSE,TRUE,FALSE,TRUE,"purchased",1,NA
"8212","R_6Y8iuYC9QAbNMYh","Female","27","More than 45.000 €","20","Finland","Italy","Italian",4,FALSE,TRUE,FALSE,TRUE,"purchased",1,5
