StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,MrAB1,Game1_1_1,Game1_1_2,Game1_2_1,Game1_2_2,Drink1,Gym1 _1,Gym1 _2,Gym1 _3,Jacket1,Game2_1_1,Game2_1_2,Game2_2_1,Game2_2_2,MrAB2,"Play2 ","Plane2 ",MrAB3,Game3_1 _1,Game3_1 _2,Game3_2_1,Game3_2_2,Jacket2,Gym2_1,Gym2_2,Gym2_3,"MrAB4 ","Play1 ","Plane1 ",Drink2,fin_lit1,fin_lit2,fin_lit3,fin_lit4,Att_check,Gender,"Age ",Income,Education,Residence,Native language,Debriefing
2022-10-04 05:26:17,2022-10-04 05:29:55,IP Address,100,217,True,2022-10-04 05:29:55,R_2RUEYiDyMjcxKvx,anonymous,ZH-S,I agree to participate in the research,A,10,10,10,10,20,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",Yes,10,15,10,15,A,No,Pay your friend ￥20 for the coupon.,B,10,15,10,15,No,"Strongly disagree

5
","Strongly disagree

5
","Strongly disagree

5
",B,No,Consider it a gift and not pay for the coupon.,10,More than ￥1020,Less than today,True,I do not know,Absolutely serious,Non-binary / third gender,22,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:29:04,2022-10-04 05:33:14,IP Address,100,249,True,2022-10-04 05:33:14,R_3hfk8VJKMTiJAts,anonymous,ZH-S,I agree to participate in the research,B,10,10,20,20,10,2,2,2,Yes,10,10,20,20,B,Yes,Pay your friend ￥20 for the coupon.,A,10,10,20,20,Yes,"Strongly agree

1
",2,2,B,Yes,Pay your friend ￥20 for the coupon.,10,More than ￥1020,Less than today,False,I do not know,Very serious,Male,24,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-04 05:46:03,2022-10-04 05:56:46,IP Address,100,642,True,2022-10-04 05:56:46,R_3eeuvPtuowifQ8X,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,15,0,30,15,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,15,20,30,A,No,Pay your friend ￥20 for the coupon.,B,20,30,20,30,Yes,"Strongly disagree

5
","Strongly disagree

5
",3,B,No,Pay your friend ￥20 for the coupon.,15,More than ￥1020,Less than today,False,They collapse,Moderately serious,Male,23,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 06:43:27,2022-09-27 06:44:22,IP Address,6,55,False,2022-10-04 06:44:23,R_3M57Dub69lA6B0B,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 06:45:14,2022-09-27 06:45:31,Spam,6,16,False,2022-10-04 06:45:38,R_1gzhHloaNUdPTZd,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 06:45:22,2022-09-27 06:45:43,IP Address,9,20,False,2022-10-04 06:45:44,R_1QmXfpv8uFNRhb5,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 06:53:30,2022-09-27 06:53:38,Spam,6,8,False,2022-10-04 06:53:45,R_bOWOZgaSx6ijJfz,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04 06:48:26,2022-10-04 06:57:21,IP Address,100,535,True,2022-10-04 06:57:23,R_2E4rM35PdlhmVMa,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,30,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",Yes,10,10,20,20,B,Yes,Pay your friend ￥20 for the coupon.,B,0,10,0,20,Yes,2,"Strongly agree

1
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,10,Exactly ￥1020,I do not know,True,They remain unchanged,Absolutely serious,Female,24,￥15000 - ￥22000,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 06:57:01,2022-09-27 06:57:29,IP Address,11,28,False,2022-10-04 06:57:35,R_DkpdLYY3QGsz4v7,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,,,,,,,,,,,,,,
2022-09-27 06:55:28,2022-09-27 06:58:45,IP Address,20,196,False,2022-10-04 06:58:50,R_sGuUrDPCh6xLlBv,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,10,,,,,,,,,,,,
2022-09-27 06:55:58,2022-09-27 07:02:52,IP Address,34,414,False,2022-10-04 07:02:59,R_3pqWq8FFL9QpvaP,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,10,20,20,25,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,20,20,25,No,"Strongly agree

1
","Strongly disagree

5
",4,,,,,,,,,,,,,,,,
2022-10-04 06:58:24,2022-10-04 07:08:43,IP Address,100,619,True,2022-10-04 07:08:43,R_2D6rdrIUoB59EFw,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,10,20,20,20,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,10,20,20,No difference,Yes,Consider it a gift and not pay for the coupon.,B,10,20,20,20,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,I do not know,I do not know,I do not know,Very serious,Female,23,Prefer not to answer,16,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 07:33:10,2022-09-27 07:33:25,IP Address,6,15,False,2022-10-04 07:33:32,R_2D1WSHwRDeeNS7w,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04 06:54:21,2022-10-04 07:38:05,IP Address,100,2623,True,2022-10-04 07:38:05,R_2vYVAAHAIRsVDe0,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,100,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,10,10,20,20,A,Yes,Pay your friend ￥20 for the coupon.,B,20,20,20,20,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Pay your friend ￥20 for the coupon.,100,More than ￥1020,Less than today,False,They remain unchanged,Absolutely serious,Female,47,More than ￥45000,14,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 07:38:46,2022-09-27 07:39:27,IP Address,9,41,False,2022-10-04 07:39:28,R_10VHqLdj8KiqMBm,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 07:38:25,2022-09-27 07:45:03,IP Address,43,397,False,2022-10-04 07:45:04,R_1lfU8FQrPz2tXxR,anonymous,ZH-S,I agree to participate in the research,A,10,30,20,40,10,,,,,,,,,,,,A,10,30,20,40,Yes,"Strongly agree

1
","Strongly disagree

5
",3,B,Yes,Pay your friend ￥20 for the coupon.,10,,,,,,,,,,,,
2022-09-27 07:50:43,2022-09-27 07:52:34,IP Address,17,111,False,2022-10-04 07:52:35,R_2pS7Ps9NBvx3Z2N,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,3,,,,,,,,,,,,
2022-09-27 07:52:40,2022-09-27 07:53:05,IP Address,9,25,False,2022-10-04 07:53:07,R_dd0g1ipPPCQVYaJ,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 08:13:35,2022-09-27 08:14:03,Spam,9,27,False,2022-10-04 08:14:06,R_2s0IzbAnEkak3Q7,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 08:15:58,2022-09-27 08:16:06,IP Address,3,7,False,2022-10-04 08:16:16,R_21uECcTbiW81GCa,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 08:20:18,2022-09-27 08:24:10,IP Address,37,232,False,2022-10-04 08:24:12,R_1N7THHYhoBWiGxK,anonymous,ZH-S,I agree to participate in the research,A,5,10,10,20,50,"Strongly agree

1
",2,2,Yes,,,,,,,,B,5,10,10,20,Yes,"Strongly agree

1
","Strongly agree

1
",2,,,,,,,,,,,,,,,,
2022-09-27 08:27:10,2022-09-27 08:29:01,IP Address,43,111,False,2022-10-04 08:29:05,R_3JaTJLvqCSGffCp,anonymous,ZH-S,I agree to participate in the research,A,1,1,1,1,1,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",Yes,1,1,1,1,A,Yes,Pay your friend ￥20 for the coupon.,,,,,,,,,,A,Yes,,,,,,,,,,,,,,
2022-09-27 08:29:13,2022-09-27 08:33:08,IP Address,23,234,False,2022-10-04 08:33:10,R_22OZSkX3ftkbjYd,anonymous,ZH-S,I agree to participate in the research,B,0,10,0,20,20,3,2,"Strongly agree

1
",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 08:33:52,2022-09-27 08:34:51,IP Address,9,58,False,2022-10-04 08:34:54,R_DUViuN2vusIg7M5,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,,,,,,,,,,,,,,
2022-09-27 08:38:19,2022-09-27 08:45:07,IP Address,60,408,False,2022-10-04 08:45:11,R_1HpfUa0SSR0tAIE,anonymous,ZH-S,I agree to participate in the research,"No difference ",0,10,0,20,70,2,4,2,No,0,10,0,20,A,Yes,,A,0,10,0,20,No,2,4,2,No difference,Yes,Pay your friend ￥20 for the coupon.,80,,,,,,,,,,,,
2022-09-27 08:47:30,2022-09-27 08:47:50,IP Address,9,20,False,2022-10-04 08:47:55,R_qOY2UuWkdDN4UlX,anonymous,ZH-S,I agree to participate in the research,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04 09:04:30,2022-10-04 09:12:31,IP Address,100,481,True,2022-10-04 09:12:31,R_SK5alBNPS7At6sF,anonymous,ZH-S,I agree to participate in the research,B,10,20,20,30,30,4,4,3,No,10,20,20,30,No difference,Yes,Consider it a gift and not pay for the coupon.,B,10,20,20,30,No,4,4,3,No difference,Yes,Consider it a gift and not pay for the coupon.,30,More than ￥1020,Less than today,False,There is no relationship,Absolutely serious,Female,26,Prefer not to answer,20,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 09:11:20,2022-09-27 09:12:43,IP Address,11,83,False,2022-10-04 09:12:44,R_SNbTr7zqzuvvoOd,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,10,15,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-04 09:13:49,2022-10-04 09:21:09,IP Address,100,440,True,2022-10-04 09:21:10,R_1K8qSOM8dxJLbkL,anonymous,ZH-S,I agree to participate in the research,B,20,50,20,50,50,2,3,3,No,20,50,20,50,B,Yes,Consider it a gift and not pay for the coupon.,B,20,50,20,50,No,4,4,2,B,Yes,Consider it a gift and not pay for the coupon.,50,More than ￥1020,I do not know,I do not know,I do not know,Very serious,Male,27,More than ￥45000,20,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 10:19:44,2022-09-27 10:22:35,IP Address,20,171,False,2022-10-04 10:22:44,R_3EAU9y3rs1OAzuV,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,B,15,25,25,30,Yes,2,"Strongly agree

1
","Strongly agree

1
",,,,,,,,,,,,,,,,
2022-09-27 12:04:04,2022-09-27 12:05:24,IP Address,20,80,False,2022-10-04 12:05:34,R_W9AntlQ8wnpw7YJ,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,,,,,,,,,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,10,,,,,,,,,,,,
2022-09-27 17:05:01,2022-09-27 17:14:31,IP Address,49,569,False,2022-10-04 17:14:35,R_2QManjOMq3atQLc,anonymous,ZH-S,I agree to participate in the research,A,0,5,0,10,10,3,3,"Strongly agree

1
",No,,,,,,,,B,0,10,0,20,No,3,3,"Strongly agree

1
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",6,,,,,,,,,,,,
2022-10-04 17:06:15,2022-10-04 17:20:32,IP Address,100,857,True,2022-10-04 17:20:33,R_ToS5sBWytudPtT3,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",No,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,10,0,20,No,"Strongly disagree

5
","Strongly disagree

5
","Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,20,More than ￥1020,Less than today,I do not know,I do not know,Moderately serious,Female,32,Prefer not to answer,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-27 17:17:54,2022-09-27 17:24:45,IP Address,37,411,False,2022-10-04 17:24:47,R_5tC3fvkMVHVndDz,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,15,3,3,"Strongly agree

1
",No,,,,,,,,B,10,20,20,20,No,2,3,"Strongly agree

1
",,,,,,,,,,,,,,,,
2022-09-27 19:13:00,2022-09-27 19:13:30,IP Address,6,29,False,2022-10-04 19:13:34,R_Wp7Iis6rnJEXt7j,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 19:33:17,2022-09-27 19:33:25,Spam,6,8,False,2022-10-04 19:33:32,R_246srboUZ9AK2rF,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 19:43:22,2022-09-27 19:47:18,IP Address,23,235,False,2022-10-04 19:47:25,R_qHZKd3hqAdaz7ix,anonymous,ZH-S,I agree to participate in the research,"No difference ",,,,,,,,,,10,10,20,20,A,Yes,Pay your friend ￥20 for the coupon.,,,,,,,,,,,,,,,,,,,,,,,,,
2022-10-05 11:16:38,2022-10-05 11:27:06,IP Address,100,628,True,2022-10-05 11:27:07,R_tMweFrmBea5UU1j,anonymous,ZH-S,I agree to participate in the research,"No difference ",10,20,20,40,50,"Strongly agree

1
","Strongly disagree

5
","Strongly agree

1
",Yes,10,20,20,35,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",A,10,20,20,30,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",5,More than ￥1020,Less than today,I do not know,I do not know,Moderately serious,Female,30,More than ￥45000,22,Netherlands,Chinese,I allow you to use the responses I provided in this study.
2022-10-05 21:07:54,2022-10-05 21:25:27,IP Address,100,1053,True,2022-10-05 21:25:28,R_2rjDDiIQRAzCp1n,anonymous,ZH-S,I agree to participate in the research,A,0,20,0,50,10,"Strongly agree

1
","Strongly disagree

5
",4,No,0,10,0,20,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",B,0,20,0,20,No,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",3,More than ￥1020,Less than today,False,They collapse,Very serious,Female,22,￥15000 - ￥22000,115,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-05 21:09:14,2022-10-05 21:27:20,IP Address,100,1086,True,2022-10-05 21:27:21,R_3Pz2ovejnSTxGhd,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,20,3,"Strongly disagree

5
","Strongly agree

1
",No,0,10,0,20,A,Yes,Consider it a gift and not pay for the coupon.,B,0,20,0,20,No,4,2,"Strongly agree

1
",B,Yes,Consider it a gift and not pay for the coupon.,5,More than ￥1020,Less than today,True,They collapse,Absolutely serious,Female,23,￥22000 - ￥30000,17,China,Chinese,I allow you to use the responses I provided in this study.
2022-09-29 00:34:07,2022-09-29 00:34:26,IP Address,9,18,False,2022-10-06 00:34:34,R_3irjrrVM9No9Gq4,anonymous,ZH-S,I agree to participate in the research,"No difference ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29 04:35:13,2022-09-29 04:42:18,IP Address,80,424,False,2022-10-06 04:42:22,R_8oF1IRIDz0GrOb7,anonymous,ZH-S,I agree to participate in the research,A,1,2,5,1,20,"Strongly agree

1
","Strongly agree

1
","Strongly disagree

5
",No,1,1,1,1,A,Yes,Pay your friend ￥20 for the coupon.,A,1,5,1,2,Yes,"Strongly agree

1
","Strongly agree

1
","Strongly agree

1
",A,Yes,Pay your friend ￥20 for the coupon.,1,More than ￥1020,Less than today,False,They collapse,Not serious at all,,,,,,,
2022-09-29 04:42:47,2022-09-29 04:43:01,IP Address,6,14,False,2022-10-06 04:43:05,R_2v9cQ4nRI70scm4,anonymous,ZH-S,I agree to participate in the research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-29 04:49:27,2022-09-29 04:55:35,IP Address,97,367,False,2022-10-06 04:55:39,R_2b3HmyxdBVkMlb3,anonymous,ZH-S,I agree to participate in the research,B,5,5,4,6,5,2,3,3,Yes,5,5,10,15,A,Yes,Consider it a gift and not pay for the coupon.,B,5,5,5,5,Yes,"Strongly agree

1
",2,2,B,Yes,Pay your friend ￥20 for the coupon.,6,More than ￥1020,More than today,True,I do not know,Very serious,Female,35,￥37500 - ￥45000,16,China,Chinese,
2022-09-29 08:12:46,2022-09-29 08:24:41,IP Address,80,715,False,2022-10-06 08:24:43,R_41MiZ6OuI3isCcx,anonymous,ZH-S,I agree to participate in the research,B,0,15,0,20,50,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",Yes,0,15,0,40,No difference,Yes,Consider it a gift and not pay for the coupon.,B,0,15,0,40,Yes,"Strongly agree

1
","Strongly disagree

5
","Strongly disagree

5
",B,Yes,Consider it a gift and not pay for the coupon.,50,Less than ￥1020,Less than today,False,They remain unchanged,Slightly serious,,,,,,,
2022-10-01 07:45:16,2022-10-01 08:05:22,IP Address,34,1205,False,2022-10-08 08:05:31,R_2qpL1E1WUUkY2U5,anonymous,ZH-S,I agree to participate in the research,A,,,,,,,,,,0,30,0,60,A,Yes,Consider it a gift and not pay for the coupon.,,,,,,,,,,B,Yes,Consider it a gift and not pay for the coupon.,20,,,,,,,,,,,,
2022-10-09 02:22:52,2022-10-09 02:28:26,IP Address,100,334,True,2022-10-09 02:28:27,R_3dYxaCef5COLJgZ,anonymous,ZH-S,I agree to participate in the research,B,5,10,10,20,50,2,4,2,Yes,10,20,20,30,A,Yes,"Pay some, but not the full amount for the coupon (for example, half the price).",B,10,25,20,30,No,3,2,2,B,Yes,Pay your friend ￥20 for the coupon.,6,More than ￥1020,Less than today,False,I do not know,Absolutely serious,Female,22,￥22000 - ￥30000,15,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-09 02:22:04,2022-10-09 02:30:12,IP Address,100,488,True,2022-10-09 02:30:13,R_2WI6FfEVY27VksT,anonymous,ZH-S,I agree to participate in the research,A,0,8,0,16,20,"Strongly agree

1
",4,2,Yes,0,8,0,15,A,Yes,Pay your friend ￥20 for the coupon.,B,0,20,0,18,Yes,"Strongly agree

1
",3,2,B,Yes,Pay your friend ￥20 for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Absolutely serious,Male,24,￥37500 - ￥45000,18,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-09 02:24:03,2022-10-09 02:30:13,IP Address,100,370,True,2022-10-09 02:30:15,R_1fiLs3xNhAQqRcK,anonymous,ZH-S,I agree to participate in the research,B,10,15,20,30,5,"Strongly agree

1
","Strongly disagree

5
",4,Yes,10,15,20,30,A,Yes,Consider it a gift and not pay for the coupon.,B,10,15,20,30,Yes,"Strongly agree

1
","Strongly disagree

5
",4,B,Yes,Consider it a gift and not pay for the coupon.,5,More than ￥1020,Less than today,False,They collapse,Moderately serious,Male,23,Less than ￥15000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-09 02:23:29,2022-10-09 02:31:06,IP Address,100,457,True,2022-10-09 02:31:06,R_8BKmjLK0sNVsAut,anonymous,ZH-S,I agree to participate in the research,A,0,10,0,20,50,"Strongly agree

1
","Strongly disagree

5
",2,Yes,0,10,0,20,B,Yes,Consider it a gift and not pay for the coupon.,A,10,20,20,20,No,"Strongly disagree

5
","Strongly agree

1
",3,B,Yes,Consider it a gift and not pay for the coupon.,10,More than ￥1020,Less than today,False,I do not know,Moderately serious,Male,28,More than ￥45000,19,China,Chinese,I allow you to use the responses I provided in this study.
2022-10-09 02:25:44,2022-10-09 02:31:37,IP Address,100,352,True,2022-10-09 02:31:39,R_QbTrSfcvad7mywp,anonymous,ZH-S,I agree to participate in the research,B,10,2,20,40,20,3,2,2,Yes,10,20,10,20,A,No,"Pay some, but not the full amount for the coupon (for example, half the price).",A,20,40,20,40,Yes,2,4,2,B,No,"Pay some, but not the full amount for the coupon (for example, half the price).",10,More than ￥1020,I do not know,False,I do not know,Moderately serious,Female,23,More than ￥45000,17,China,Chinese,I allow you to use the responses I provided in this study.
